departamento,provincia,municipio,localidad,recinto,mesa,inscritos_2019,inscritos_2020,cc_2019,fpv_2019,mts_2019,ucs_2019,mas_2019,x21f_2019,pdc_2019,mnr_2019,pan_2019,creemos_2020,mas_2020,fpv_2020,pan_2020,cc_2020
Oruro,Cercado,Caracollo,La Joya,Casa Productiva,41042,216,220,26,1,4,1,123,1,30,0,3,0,57,3,0,127
Oruro,Cercado,Caracollo,La Joya,Casa Productiva,41043,224,220,34,2,3,2,129,3,18,1,3,7,70,1,2,120
Oruro,Cercado,Caracollo,La Joya,Casa Productiva,41044,218,220,41,1,3,1,100,1,35,1,2,4,68,4,0,113
Oruro,Cercado,Caracollo,La Joya,Casa Productiva,41045,214,220,31,0,2,1,117,2,30,0,2,7,64,4,1,116
Oruro,Cercado,Caracollo,Vilacara,Esc. Gualberto Villarroel,41047,179,162,28,0,4,1,102,3,23,0,3,1,56,2,0,83
Oruro,Cercado,Caracollo,Sillota Vito,U.E. Ayacucho,41048,206,220,34,4,5,2,100,3,21,3,2,4,124,6,1,43
Oruro,Cercado,Caracollo,Lajma,U.E. Florencio Alvarado,41051,206,220,24,0,5,2,135,2,20,0,1,3,139,13,1,42
Oruro,Cercado,Caracollo,Kemalla,U.E. Alemania,41052,201,220,9,0,3,1,126,2,15,0,1,1,124,6,1,52
Oruro,Cercado,Caracollo,Marka Nueva Llallagua,Col.Nal. Simón Bolivar,41055,207,220,17,2,10,0,147,6,11,1,2,3,115,4,2,59
Oruro,Cercado,Caracollo,Central Huntuta,U.E. Sebastian Pagador,41057,219,220,9,3,4,2,146,1,20,1,1,2,134,8,1,50
Oruro,Cercado,Caracollo,Cruce Ocotavi,U.E. Franz Tamayo,41059,230,220,24,0,1,1,141,5,26,1,2,0,142,8,0,38
Oruro,Cercado,Caracollo,Central Horenco,Esc. Central Horenco,41061,222,220,10,4,4,0,156,1,10,0,0,2,165,2,3,21
Oruro,Cercado,Caracollo,Central Horenco,Esc. Central Horenco,41062,213,220,6,0,4,0,165,0,13,0,2,1,181,4,0,12
Oruro,Cercado,Caracollo,Central Cañohuma,Esc. Rene Bernal Escalante,41066,224,220,8,2,5,0,165,3,9,0,0,1,191,1,1,9
Oruro,Cercado,Caracollo,Burguillos,U.Esc. Marcelo Quiroga Santa Cruz,41073,221,220,24,5,4,3,122,4,25,0,1,0,167,3,3,15
Oruro,Cercado,El Choro,El Choro,Esc. Sebastian  Pagador,41074,209,220,19,0,0,1,137,3,11,1,0,1,159,3,2,31
Oruro,Cercado,El Choro,El Choro,Esc. Sebastian  Pagador,41075,209,220,12,0,1,2,124,1,13,0,1,2,156,6,3,29
Oruro,Cercado,El Choro,El Choro,Esc. Sebastian  Pagador,41076,214,220,12,0,2,2,152,1,14,0,1,1,168,0,2,31
Oruro,Cercado,El Choro,Crucero Belén,U.E. Crucero Belén,41078,201,220,20,3,2,0,116,2,29,0,0,0,181,3,1,15
Oruro,Cercado,El Choro,San Pedro de Challacollo,Esc. Jose Ballivian,41080,211,220,8,4,1,1,131,1,24,0,1,3,157,3,2,30
Oruro,Cercado,El Choro,San Pedro de Challacollo,Esc. Jose Ballivian,41081,211,220,12,3,0,0,143,3,15,2,1,1,166,1,2,26
Oruro,Cercado,El Choro,Rancho Grande,Esc. Gualberto Villarroel,41084,220,220,16,2,1,1,123,3,37,1,2,0,181,2,0,14
Oruro,Cercado,Paria (Soracachi),Sepulturas,U.E. Teniente Jose Rosendo Bullain Renjel,41086,219,220,25,0,2,0,124,8,35,1,2,2,183,0,0,16
Oruro,Cercado,Paria (Soracachi),Sepulturas,U.E. Teniente Jose Rosendo Bullain Renjel,41087,232,220,19,1,3,4,147,2,36,0,1,0,161,4,2,29
Oruro,Cercado,Paria (Soracachi),Sepulturas,U.E. Teniente Jose Rosendo Bullain Renjel,41088,223,220,19,0,3,0,126,2,41,0,1,0,176,3,2,21
Oruro,Cercado,Paria (Soracachi),Sepulturas,U.E. Teniente Jose Rosendo Bullain Renjel,41089,220,220,29,1,3,0,131,4,26,0,2,0,173,1,3,24
Oruro,Cercado,Paria (Soracachi),Paria,Esc. Central Paria,41091,223,220,19,0,4,1,138,3,23,0,3,1,178,6,1,15
Oruro,Cercado,Paria (Soracachi),Paria,Esc. Central Paria,41092,214,220,12,0,3,0,136,4,21,2,2,1,166,5,0,21
Oruro,Cercado,Paria (Soracachi),Paria,Esc. Central Paria,41093,216,220,21,1,3,1,128,6,28,1,1,2,185,2,0,10
Oruro,Cercado,Paria (Soracachi),Guardaña,Col. Eduardo Avaroa,41095,224,230,24,0,1,0,136,1,35,0,3,0,191,1,1,5
Oruro,Cercado,Paria (Soracachi),Guardaña,Col. Eduardo Avaroa,41096,232,220,5,1,1,0,153,2,37,0,2,0,195,2,0,3
Oruro,Cercado,Paria (Soracachi),Huayña Pasto Grande,U.E. Eduardo Avaroa,41101,220,220,17,2,3,0,140,2,34,2,0,0,134,7,1,28
Oruro,Cercado,Paria (Soracachi),Lequepalca,Esc. Simon Bolivar - Recinto 159 -  Lequepalca,41103,209,220,9,0,0,0,142,1,19,0,0,1,132,4,1,47
Oruro,Cercado,Paria (Soracachi),Soracachi,Col. Nal. Mixto Soracachi,41107,222,220,5,1,1,0,138,3,38,2,2,1,132,3,6,44
Oruro,Cercado,Paria (Soracachi),Iruma,Col. Nal. Iruma,41110,219,210,14,3,4,0,141,1,16,2,5,1,164,8,1,17
Oruro,Cercado,Paria (Soracachi),Cachi Cachi,Esc. Cachi Cachi,41112,225,220,14,1,4,0,135,3,38,0,6,1,178,6,2,7
Oruro,Cercado,Paria (Soracachi),San Juan Pampa,Esc. Seccional San Juan Pampa,41116,231,220,12,3,9,0,145,4,29,0,3,0,187,2,2,4
Oruro,Cercado,Paria (Soracachi),Banderani,Esc. Carlos Beltran Morales,41118,215,220,8,0,1,1,164,2,15,0,0,1,171,1,2,15
Oruro,Cercado,Paria (Soracachi),Jachuyo,Esc. Elizardo Perez,41120,228,220,13,1,2,0,141,2,41,1,0,0,181,3,2,6
Oruro,Cercado,Paria (Soracachi),Collpa,Esc. Litoral,41123,219,220,4,0,0,1,165,2,21,1,1,1,198,1,0,3
Oruro,Cercado,Paria (Soracachi),Pisaqueri,U. Esc. Simon Bolivar,41132,230,239,3,0,2,0,148,6,32,0,1,2,189,2,1,22
Oruro,Abaroa,Challapata,Challapata,U. E. Republica Argentina,41134,218,220,48,0,1,2,78,5,35,1,4,1,162,3,1,12
Oruro,Abaroa,Challapata,Challapata,U. E. Republica Argentina,41135,225,219,40,2,4,1,89,6,31,1,5,0,162,2,1,21
Oruro,Abaroa,Challapata,Challapata,U. E. Republica Argentina,41136,225,220,48,0,0,1,83,8,33,2,2,6,152,5,1,22
Oruro,Abaroa,Challapata,Challapata,U. E. Republica Argentina,41138,218,220,37,2,1,1,83,3,48,1,3,5,164,5,0,12
Oruro,Abaroa,Challapata,Challapata,U. E. Republica Argentina,41139,220,220,43,2,4,2,80,2,39,1,3,0,176,2,0,9
Oruro,Abaroa,Challapata,Challapata,U. E. Republica Argentina,41142,217,220,45,4,2,0,84,4,33,0,0,4,143,12,2,22
Oruro,Abaroa,Challapata,Challapata,U. E. Republica Argentina,41144,218,220,27,1,1,1,87,8,48,0,2,0,174,1,2,24
Oruro,Abaroa,Challapata,Challapata,U. E. Republica Argentina,41145,222,220,39,2,4,1,90,6,38,0,9,1,174,4,7,17
Oruro,Abaroa,Challapata,Challapata,U. E. Republica Argentina,41146,216,220,38,2,6,2,87,2,37,2,1,0,179,2,3,21
Oruro,Abaroa,Challapata,Challapata,U. E. Republica Argentina,41147,217,220,44,0,6,0,78,4,43,1,1,0,171,5,0,24
Oruro,Abaroa,Challapata,Challapata,U. E. Eduardo Avaroa,41150,223,220,41,2,2,0,86,2,37,1,2,4,177,0,0,8
Oruro,Abaroa,Challapata,Challapata,U. E. Eduardo Avaroa,41151,223,220,47,0,2,1,86,3,32,1,1,1,168,5,2,12
Oruro,Abaroa,Challapata,Challapata,U. E. Eduardo Avaroa,41153,224,220,40,2,4,3,93,4,30,1,1,1,182,5,1,11
Oruro,Abaroa,Challapata,Challapata,U. E. Eduardo Avaroa,41154,217,220,33,2,5,0,88,5,46,0,3,3,179,2,2,13
Oruro,Abaroa,Challapata,Challapata,U. E. Eduardo Avaroa,41156,217,220,36,1,1,0,95,4,39,0,0,1,180,1,2,13
Oruro,Abaroa,Challapata,Challapata,U. E. Eduardo Avaroa,41158,217,220,35,1,4,2,89,0,32,3,3,0,183,0,1,12
Oruro,Abaroa,Challapata,Challapata,U. E. Eduardo Avaroa,41159,221,220,37,1,5,1,85,3,43,1,2,1,169,8,2,22
Oruro,Abaroa,Challapata,Challapata,U. E. Eduardo Avaroa,41161,219,220,29,1,1,1,86,3,48,1,0,2,177,1,2,10
Oruro,Abaroa,Challapata,Challapata,U. E. Eduardo Avaroa,41163,221,220,34,3,3,4,91,1,39,1,6,3,165,7,3,19
Oruro,Abaroa,Challapata,Challapata,U. E. San Juan de Dios,41165,224,220,57,1,3,0,79,0,27,0,3,1,178,8,2,5
Oruro,Abaroa,Challapata,Challapata,U. E. San Juan de Dios,41166,217,220,40,2,3,0,99,4,26,1,2,3,154,4,4,26
Oruro,Abaroa,Challapata,Challapata,U. E. San Juan de Dios,41168,223,220,35,1,3,1,85,3,42,0,2,1,171,2,2,15
Oruro,Abaroa,Challapata,Challapata,U. E. San Juan de Dios,41170,216,220,42,0,4,2,81,2,46,0,6,0,183,5,2,10
Oruro,Abaroa,Challapata,Challapata,U. E. San Juan de Dios,41173,221,220,28,0,2,1,84,8,52,5,2,0,175,4,3,17
Oruro,Abaroa,Challapata,Challapata,U. E. San Juan de Dios,41174,214,220,32,0,4,1,87,4,47,1,4,0,178,3,3,12
Oruro,Abaroa,Challapata,Challapata,U. E. San Juan de Dios,41176,233,220,41,1,4,1,96,3,47,1,3,0,206,0,0,2
Oruro,Abaroa,Challapata,Challapata,U.E. Mons. Ricardo Beni Moro,41178,235,220,19,1,6,0,108,8,49,0,2,0,193,2,1,7
Oruro,Abaroa,Challapata,Challapata,U.E. Mons. Ricardo Beni Moro,41180,237,216,28,2,4,1,104,7,41,1,2,3,167,2,1,28
Oruro,Abaroa,Challapata,Challapata,U.E. Mons. Ricardo Beni Moro,41181,234,220,35,2,1,2,78,2,62,0,4,1,208,2,0,2
Oruro,Abaroa,Challapata,Challapata,U.E. Mons. Ricardo Beni Moro,41182,235,220,24,2,5,0,87,5,55,1,1,0,155,6,2,36
Oruro,Abaroa,Challapata,Challapata,U.E. Mons. Ricardo Beni Moro,41184,237,220,24,0,5,2,109,4,45,0,3,1,196,1,2,5
Oruro,Abaroa,Challapata,Challapata,U.E. Antofagasta,41186,234,220,36,0,4,0,92,2,49,0,4,1,182,1,2,3
Oruro,Abaroa,Challapata,Challapata,U.E. Antofagasta,41188,234,230,27,1,2,7,116,4,36,0,3,0,205,3,3,4
Oruro,Abaroa,Challapata,Challapata,U.E. Antofagasta,41190,236,220,30,1,1,1,91,2,54,0,6,0,189,5,0,7
Oruro,Abaroa,Challapata,Challapata,U.E. Antofagasta,41192,235,220,22,1,6,1,113,8,47,0,2,0,127,4,1,50
Oruro,Abaroa,Challapata,Cacachaca,Col. Nemecio Barrientos,41194,216,220,4,1,3,0,186,0,6,1,0,3,148,7,2,33
Oruro,Abaroa,Challapata,Cacachaca,Col. Nemecio Barrientos,41195,217,220,2,1,1,0,187,0,16,3,0,2,135,10,2,33
Oruro,Abaroa,Challapata,Cacachaca,Col. Nemecio Barrientos,41196,216,220,0,0,1,1,198,0,4,0,0,7,140,12,1,36
Oruro,Abaroa,Challapata,Cacachaca,Col. Nemecio Barrientos,41197,220,220,2,3,1,1,183,1,12,1,0,1,142,7,0,38
Oruro,Abaroa,Challapata,Cacachaca,Col. Nemecio Barrientos,41198,230,220,2,3,1,0,192,3,20,0,0,1,132,6,1,32
Oruro,Abaroa,Challapata,Cacachaca,Col. Nemecio Barrientos,41199,218,220,2,1,2,0,182,0,11,2,1,2,135,11,2,24
Oruro,Abaroa,Challapata,Cacachaca,Col. Nemecio Barrientos,41200,214,220,5,0,0,0,173,1,16,0,1,3,149,6,2,32
Oruro,Abaroa,Challapata,Cacachaca,Col. Nemecio Barrientos,41201,224,220,4,2,0,1,170,2,11,5,0,1,146,6,0,35
Oruro,Abaroa,Challapata,Cacachaca,Col. Nemecio Barrientos,41202,200,220,2,2,2,0,167,0,17,0,0,2,142,12,4,22
Oruro,Abaroa,Challapata,Culta,Esc. Gualberto Villarroel,41203,208,215,13,2,5,3,135,1,7,2,0,2,147,2,4,26
Oruro,Abaroa,Challapata,Cruce Culta,Col. Simon Bolivar,41205,215,220,3,1,6,3,132,0,19,2,6,3,161,6,1,15
Oruro,Abaroa,Challapata,Cruce Culta,Col. Simon Bolivar,41206,216,220,6,2,3,0,151,1,24,0,1,0,169,4,1,17
Oruro,Abaroa,Challapata,Cruce Culta,Col. Simon Bolivar,41207,220,220,4,1,4,0,155,2,19,0,0,1,154,2,2,23
Oruro,Abaroa,Challapata,Cruce Culta,Col. Simon Bolivar,41208,225,220,7,1,1,2,142,5,34,3,1,0,152,6,1,16
Oruro,Abaroa,Challapata,Ancacato,U.E. German Busch,41210,196,220,15,1,11,3,118,4,15,1,3,1,155,7,1,22
Oruro,Abaroa,Challapata,Huancarani,Esc. Elizardo Perez,41211,214,220,4,4,2,2,106,0,40,1,2,1,158,7,1,18
Oruro,Abaroa,Challapata,Huancané,U.E. Huancane,41213,211,220,21,0,3,3,114,6,29,1,5,3,160,4,1,14
Oruro,Abaroa,Challapata,Thola Palca,U.E. Tolapalca,41215,224,220,4,3,7,3,116,3,39,2,1,2,150,5,3,27
Oruro,Abaroa,Challapata,Crucero (Challapata),Iglesia,41217,218,220,4,1,2,1,130,3,24,1,2,0,160,6,1,19
Oruro,Abaroa,Challapata,Crucero (Challapata),Iglesia,41218,215,220,7,4,4,2,128,7,24,2,1,1,168,7,2,8
Oruro,Abaroa,Challapata,Machoca Churacani,U. E. Churacani,41220,206,220,18,5,10,1,94,5,34,0,1,1,161,5,0,15
Oruro,Abaroa,Challapata,Central Aguas Calientes,U. E. Cruce Aguas Calientes,41221,234,220,7,3,6,1,159,3,11,1,1,3,144,8,0,22
Oruro,Abaroa,Challapata,Cochuyo (Ayllu Collana),U. E. Cochuyo,41225,215,220,11,0,1,2,121,5,29,1,0,0,123,6,1,34
Oruro,Abaroa,Santuario de Quillacas,Santuario de Quillacas,U.E. Santuario de Quillacas,41227,220,220,19,1,7,0,141,3,16,0,2,3,147,9,1,24
Oruro,Abaroa,Santuario de Quillacas,Santuario de Quillacas,U.E. Santuario de Quillacas,41228,216,220,37,1,2,2,127,1,16,2,1,1,141,6,0,36
Oruro,Abaroa,Santuario de Quillacas,Santuario de Quillacas,U.E. Santuario de Quillacas,41229,206,220,30,2,5,3,113,2,19,0,0,2,124,7,3,37
Oruro,Abaroa,Santuario de Quillacas,Sevaruyo,Col. Nal. Mixto Sevaruyo,41231,223,220,18,0,2,0,143,0,23,1,0,2,149,3,1,33
Oruro,Abaroa,Santuario de Quillacas,Sevaruyo,Col. Nal. Mixto Sevaruyo,41232,217,220,14,0,1,1,151,0,26,0,2,3,132,8,1,36
Oruro,Abaroa,Santuario de Quillacas,Sevaruyo,Col. Nal. Mixto Sevaruyo,41233,219,220,12,0,4,2,135,1,30,3,3,2,122,11,3,30
Oruro,Abaroa,Santuario de Quillacas,Soraga,Esc. Soraga,41235,218,220,6,0,3,2,160,1,15,0,1,1,136,7,2,28
Oruro,Carangas,Corque,Corque,Col.  Jose Trifiro,41237,211,220,13,0,0,3,117,3,16,4,4,2,144,4,3,28
Oruro,Carangas,Corque,Corque,Col.  Jose Trifiro,41238,217,220,14,1,5,0,108,1,14,0,0,1,119,9,3,38
Oruro,Carangas,Corque,Corque,Col.  Jose Trifiro,41239,224,220,20,1,5,1,125,0,15,0,1,2,144,8,1,24
Oruro,Carangas,Corque,Corque,Col.  Jose Trifiro,41241,219,220,16,2,6,1,118,0,13,0,3,0,144,8,3,28
Oruro,Carangas,Corque,Corque,Col.  Jose Trifiro,41242,227,220,22,0,3,2,127,6,16,0,1,3,135,4,0,37
Oruro,Carangas,Corque,Corque,Col.  Jose Trifiro,41243,216,220,18,1,3,0,100,5,18,0,1,0,120,9,4,38
Oruro,Carangas,Corque,San José de Cala,Esc. Rafael Pabon,41245,226,220,65,0,5,2,114,2,26,0,0,3,144,8,0,32
Oruro,Carangas,Corque,Opoqueri,Proyecto Cristian Childrens,41247,222,220,23,3,7,1,105,2,40,0,2,4,127,7,3,33
Oruro,Carangas,Corque,Opoqueri,Proyecto Cristian Childrens,41248,219,220,14,0,8,1,140,0,21,1,0,2,142,6,0,36
Oruro,Carangas,Corque,San Antonio de Nor Cala,Esc. Elizardo Perez,41249,230,220,32,0,4,1,155,1,22,1,3,3,131,5,0,36
Oruro,Carangas,Corque,Villa Esperanza,U. E. Franz Tamayo - Villa Esperanza,41254,219,220,10,3,1,3,133,0,25,3,3,2,140,4,2,29
Oruro,Carangas,Corque,Co.Central V.Copacabana,U.E. Villa Copacabana,41259,219,220,33,1,2,1,112,5,19,0,2,1,204,1,1,1
Oruro,Carangas,Choquecota,Choquecota,Esc. Jose Ballivian,41267,220,220,9,0,2,1,156,4,7,1,0,0,133,1,2,5
Oruro,Carangas,Choquecota,Choquecota,Esc. Jose Ballivian,41269,214,220,5,1,4,1,140,2,18,0,0,0,195,1,1,2
Oruro,Sajama,Curahuara de Carangas,Curahuara de Carangas,Esc. Eduardo Sagarnaga,41271,220,220,17,1,9,1,108,2,15,0,1,1,202,1,0,2
Oruro,Sajama,Curahuara de Carangas,Curahuara de Carangas,Esc. Eduardo Sagarnaga,41272,220,220,10,0,3,2,135,5,17,0,1,0,194,1,0,2
Oruro,Sajama,Curahuara de Carangas,Curahuara de Carangas,Esc. Eduardo Sagarnaga,41275,223,229,8,2,7,1,129,2,15,0,0,2,143,7,5,4
Oruro,Sajama,Curahuara de Carangas,Curahuara de Carangas,Esc. Eduardo Sagarnaga,41276,220,220,15,1,5,0,98,2,29,1,1,1,146,12,3,17
Oruro,Sajama,Curahuara de Carangas,Curahuara de Carangas,Esc. Eduardo Sagarnaga,41278,217,220,8,2,2,0,131,1,18,1,2,2,154,8,1,7
Oruro,Sajama,Curahuara de Carangas,Curahuara de Carangas,Esc. Eduardo Sagarnaga,41280,220,220,12,0,8,1,113,2,21,0,0,0,196,2,1,1
Oruro,Sajama,Turco,Titiri,Nucleo Escolar Titiri,41285,104,101,0,0,3,0,61,3,12,0,0,0,81,0,0,4
Oruro,Sajama,Turco,Cosapa,U.E. Pedro Domingo Murillo A,41290,224,220,31,0,5,0,122,0,34,1,3,0,174,7,2,13
Oruro,Sajama,Turco,Cosapa,U.E. Pedro Domingo Murillo A,41291,205,220,29,0,7,0,105,0,27,1,4,1,168,1,1,29
Oruro,Sajama,Turco,Turco,Esc. Central Turco,41292,222,220,22,1,4,1,138,5,17,0,1,0,152,3,1,34
Oruro,Sajama,Turco,Turco,Esc. Central Turco,41294,221,220,8,0,6,1,139,2,23,0,1,0,174,7,2,6
Oruro,Sajama,Turco,Turco,Esc. Central Turco,41295,212,220,2,0,5,1,153,2,14,0,1,0,180,0,3,11
Oruro,Sajama,Turco,Turco,Esc. Central Turco,41296,215,220,5,3,4,0,147,2,16,2,1,0,181,2,2,7
Oruro,Sajama,Turco,Turco,Esc. Central Turco,41297,125,143,6,0,2,1,88,3,11,0,0,0,120,4,0,6
Oruro,Litoral,Huachacalla,Huachacalla,Esc. Fe y Alegria,41301,223,220,49,0,3,1,61,4,15,2,2,0,133,1,1,11
Oruro,Litoral,Huachacalla,Huachacalla,Esc. Fe y Alegria,41302,220,220,37,2,0,0,64,1,10,1,0,1,137,2,0,10
Oruro,Litoral,Huachacalla,Huachacalla,Esc. Fe y Alegria,41303,226,220,34,0,5,0,76,4,17,0,3,1,134,3,4,9
Oruro,Litoral,Huachacalla,Huachacalla,Esc. Fe y Alegria,41304,217,220,38,1,3,3,61,1,23,0,1,0,139,3,1,17
Oruro,Litoral,Escara,Escara,U.E. Franz Tamayo,41306,219,220,75,0,5,1,57,9,22,1,1,0,116,3,2,23
Oruro,Litoral,Escara,Escara,U.E. Franz Tamayo,41307,196,214,58,0,0,0,69,11,15,2,1,0,140,1,2,9
Oruro,Litoral,Cruz de Machacamarca,Cruz de Machacamarca,Esc. Cruz De Machacamarca,41310,196,220,71,4,4,0,50,0,29,1,2,0,175,6,1,16
Oruro,Litoral,Cruz de Machacamarca,Avaroa,Casa Comunal,41313,109,123,55,0,3,0,24,1,14,0,0,0,67,3,0,19
Oruro,Litoral,Esmeralda,Esmeralda,Iglesia - 2 - Esmeralda,41315,142,122,47,0,4,0,48,1,14,2,1,0,89,1,3,13
Oruro,Poopó,Poopó,Villa Poopo,Esc. Ismael Montes,41322,217,220,37,1,3,0,127,3,16,0,4,0,165,7,3,18
Oruro,Poopó,Poopó,Villa Poopo,Esc. Ismael Montes,41330,219,220,39,1,1,1,120,5,25,2,1,0,175,3,1,12
Oruro,Poopó,Poopó,Venta y Media,U.E. Hernando Siles,41334,206,220,19,0,3,4,122,1,19,3,3,0,127,1,3,17
Oruro,Poopó,Pazña,Pazña,Col. Oscar Unzaga De La Vega,41340,220,220,38,2,2,1,109,1,18,0,3,0,128,0,2,14
Oruro,Poopó,Pazña,Pazña,Col. Oscar Unzaga De La Vega,41341,217,220,31,4,0,5,129,6,15,1,2,2,149,1,0,9
Oruro,Poopó,Pazña,Pazña,Col. Oscar Unzaga De La Vega,41342,216,220,37,2,6,0,117,5,16,1,3,2,130,2,1,11
Oruro,Poopó,Pazña,Pazña,Col. Oscar Unzaga De La Vega,41343,215,220,49,0,4,0,118,2,15,0,3,0,131,3,0,12
Oruro,Poopó,Pazña,Totoral,Col. Juan Lechin Oquendo,41350,222,220,33,2,1,2,115,7,28,1,5,2,158,3,0,26
Oruro,Poopó,Pazña,Totoral,Col. Juan Lechin Oquendo,41352,154,132,21,1,0,1,91,5,21,0,1,0,103,1,1,2
Oruro,Poopó,Pazña,Avicaya,U.E. Guillermo Gutierrez,41353,222,220,27,0,1,1,140,5,15,2,1,1,194,1,2,2
Oruro,Poopó,Antequera,Antequera,Esc. Sebastian Pagador,41355,233,220,73,0,3,0,94,6,19,1,0,1,159,2,1,19
Oruro,Poopó,Antequera,Antequera,Esc. Sebastian Pagador,41356,223,220,73,1,6,2,97,1,14,0,5,2,160,2,1,9
Oruro,Poopó,Antequera,Antequera,Esc. Sebastian Pagador,41357,226,220,76,0,1,0,86,9,25,0,3,0,167,0,2,9
Oruro,Poopó,Antequera,Antequera,Esc. Sebastian Pagador,41358,225,220,60,1,1,1,100,4,23,0,5,0,178,1,1,7
Oruro,Poopó,Antequera,Antequera,Esc. Sebastian Pagador,41359,225,220,67,1,2,0,105,5,11,0,0,3,180,1,1,7
Oruro,Pantaleon Dalence,Huanuni,Huanuni,Esc. Eduardo Avaroa,41364,224,220,43,0,1,0,117,2,24,1,4,0,98,3,2,28
Oruro,Pantaleon Dalence,Huanuni,Huanuni,Esc. Eduardo Avaroa,41365,215,220,43,1,0,2,116,2,23,1,2,3,83,0,0,22
Oruro,Pantaleon Dalence,Huanuni,Huanuni,Esc. Eduardo Avaroa,41366,224,220,29,0,1,0,141,3,20,0,0,3,89,1,1,25
Oruro,Pantaleon Dalence,Huanuni,Huanuni,Esc. Eduardo Avaroa,41367,226,220,51,1,3,0,117,0,23,0,2,7,71,4,0,15
Oruro,Pantaleon Dalence,Huanuni,Huanuni,Esc. Eduardo Avaroa,41368,219,214,39,0,1,2,121,2,15,1,2,3,80,7,0,27
Oruro,Pantaleon Dalence,Huanuni,Huanuni,Esc. Eduardo Avaroa,41369,217,220,52,0,2,1,105,6,30,0,3,0,102,5,1,83
Oruro,Pantaleon Dalence,Huanuni,Huanuni,Esc. Eduardo Avaroa,41370,217,200,28,1,1,1,125,5,23,0,3,1,107,1,1,63
Oruro,Pantaleon Dalence,Huanuni,Huanuni,Esc. Eduardo Avaroa,41382,220,220,38,1,0,2,118,1,20,0,2,3,140,2,6,34
Oruro,Pantaleon Dalence,Huanuni,Huanuni,Col. Ayacucho,41384,215,220,37,0,2,1,126,2,15,0,2,5,148,2,13,19
Oruro,Pantaleon Dalence,Huanuni,Huanuni,Col. Ayacucho,41385,222,220,36,2,1,1,117,1,33,0,1,2,160,1,14,23
Oruro,Pantaleon Dalence,Huanuni,Huanuni,Col. Ayacucho,41386,223,220,47,0,0,0,124,3,19,0,2,2,133,3,9,44
Oruro,Pantaleon Dalence,Huanuni,Huanuni,Col. Ayacucho,41387,225,220,43,0,1,2,116,3,18,2,6,1,159,3,9,21
Oruro,Pantaleon Dalence,Huanuni,Huanuni,Col. Ayacucho,41388,231,220,34,0,0,2,125,0,21,1,4,1,153,2,8,31
Oruro,Pantaleon Dalence,Huanuni,Huanuni,Col. Ayacucho,41389,224,220,38,0,2,1,126,5,23,0,3,0,143,5,11,26
Oruro,Pantaleon Dalence,Huanuni,Huanuni,Col. Ayacucho,41390,222,220,38,0,1,3,118,1,35,1,6,1,153,3,8,28
Oruro,Pantaleon Dalence,Huanuni,Huanuni,Col. Ayacucho,41391,224,220,24,1,0,1,135,4,19,0,1,1,163,3,10,23
Oruro,Pantaleon Dalence,Huanuni,Huanuni,Col. Ayacucho,41392,221,220,47,1,1,0,107,3,18,1,0,1,141,2,11,37
Oruro,Pantaleon Dalence,Huanuni,Huanuni,Col. Ayacucho,41393,226,220,46,0,0,1,107,3,27,0,2,0,164,4,1,31
Oruro,Pantaleon Dalence,Huanuni,Huanuni,Col. Ayacucho,41396,221,220,44,1,0,2,116,5,21,0,6,1,145,10,3,21
Oruro,Pantaleon Dalence,Huanuni,Huanuni,Col. Ayacucho,41397,225,220,38,0,1,1,123,5,24,1,2,2,166,5,2,16
Tarija,Gran Chaco,Yacuiba,Yacuiba,U.E. Club De Leones (Básico Y Medio),61008,227,220,90,1,0,1,50,4,28,1,3,5,85,10,2,71
Tarija,Gran Chaco,Yacuiba,Yacuiba,U.E. Club De Leones (Básico Y Medio),61009,224,220,96,2,1,1,53,2,23,5,1,5,82,2,0,86
Tarija,Gran Chaco,Yacuiba,Yacuiba,U.E. Club De Leones (Básico Y Medio),61010,230,220,105,0,2,0,54,2,20,3,0,8,65,6,1,82
Tarija,Gran Chaco,Yacuiba,Yacuiba,U.E. Club De Leones (Básico Y Medio),61011,225,220,89,1,7,0,54,5,19,1,4,9,89,1,1,73
Tarija,Gran Chaco,Yacuiba,Yacuiba,U.E. Club De Leones (Básico Y Medio),61012,226,220,99,0,2,0,58,3,25,2,1,6,63,2,1,102
Tarija,Gran Chaco,Yacuiba,Yacuiba,U.E. Club De Leones (Básico Y Medio),61013,220,220,85,2,0,0,71,4,17,2,4,5,74,6,1,82
Tarija,Gran Chaco,Yacuiba,Yacuiba,U.E. Club De Leones (Básico Y Medio),61014,226,220,100,1,0,2,47,3,23,1,1,9,67,3,2,89
Tarija,Gran Chaco,Yacuiba,Yacuiba,U.E. Club De Leones (Básico Y Medio),61015,231,220,102,3,0,0,55,2,27,3,0,7,75,2,0,85
Tarija,Gran Chaco,Yacuiba,Yacuiba,U.E. Club De Leones (Básico Y Medio),61017,230,220,91,1,0,0,60,3,21,1,3,8,103,2,0,51
Tarija,Gran Chaco,Yacuiba,Yacuiba,U.E. Club De Leones (Básico Y Medio),61020,225,220,109,0,0,0,49,7,21,4,0,4,92,0,1,89
Tarija,Gran Chaco,Yacuiba,Yacuiba,U.E. Club De Leones (Básico Y Medio),61022,230,220,98,0,2,0,50,4,33,0,0,1,157,8,0,15
