departamento,provincia,municipio,localidad,recinto,mesa,inscritos_2019,inscritos_2020,cc_2019,fpv_2019,mts_2019,ucs_2019,mas_2019,x21f_2019,pdc_2019,mnr_2019,pan_2019,creemos_2020,mas_2020,fpv_2020,pan_2020,cc_2020
Chuquisaca,Oropeza,Sucre,Chaunaca,Escuela Seccional De Chaunaca,10002,219,220,12,2,4,2,135,3,11,1,1,0,175,1,9,8
Chuquisaca,Oropeza,Sucre,Chuqui Chuqui,Unidad Educativa Chuqui Chuqui,10004,221,220,30,1,1,2,118,3,11,2,0,1,135,4,4,40
Chuquisaca,Oropeza,Sucre,Chuqui Chuqui,Unidad Educativa Chuqui Chuqui,10005,213,220,29,2,1,1,118,6,15,0,0,4,141,1,0,32
Chuquisaca,Oropeza,Sucre,Chuqui Chuqui,Unidad Educativa Chuqui Chuqui,10006,127,112,15,1,2,0,74,5,8,0,1,0,73,4,1,19
Chuquisaca,Oropeza,Sucre,Surima,Escuela Fray Gabriel Maria Landini,10007,215,220,28,1,3,1,92,3,14,1,5,2,138,6,1,23
Chuquisaca,Oropeza,Sucre,Surima,Escuela Fray Gabriel Maria Landini,10008,219,220,11,3,1,3,123,3,9,0,5,1,141,5,2,21
Chuquisaca,Oropeza,Sucre,Surima,Escuela Fray Gabriel Maria Landini,10009,209,220,19,2,3,0,113,0,12,3,3,2,137,2,1,31
Chuquisaca,Oropeza,Sucre,Imilla Huañusca,Escuela Fray Gabriel Mariscal,10011,218,220,14,1,5,1,112,3,8,1,9,0,165,1,0,9
Chuquisaca,Oropeza,Sucre,Punilla,Escuela Punilla,10013,216,220,35,1,4,0,86,11,21,2,5,1,107,8,2,46
Chuquisaca,Oropeza,Sucre,Mojotoro,Unidad Educativa La Palma,10015,210,220,32,0,1,1,111,6,13,1,0,3,142,2,1,29
Chuquisaca,Oropeza,Sucre,Mojotoro,Unidad Educativa La Palma,10016,214,220,33,3,0,1,101,3,16,1,3,3,138,5,2,32
Chuquisaca,Oropeza,Sucre,Mojotoro,Unidad Educativa La Palma,10017,217,220,25,1,3,3,105,2,19,0,2,1,136,9,2,28
Chuquisaca,Oropeza,Sucre,Ckacha Ckacha,Escuela José Sampa,10019,219,220,36,2,1,2,76,8,34,2,4,3,98,13,6,48
Chuquisaca,Oropeza,Sucre,El Chaco,Unidad Educativa Luis Espinal,10021,222,220,41,0,0,0,101,10,21,1,3,4,125,4,4,36
Chuquisaca,Oropeza,Sucre,El Chaco,Unidad Educativa Luis Espinal,10022,223,220,55,1,1,4,81,5,19,2,7,2,118,12,2,38
Chuquisaca,Oropeza,Sucre,El Chaco,Unidad Educativa Luis Espinal,10023,142,156,21,1,2,1,63,4,15,1,2,1,95,2,3,26
Chuquisaca,Oropeza,Sucre,Potolo,U. Edu. Gualberto Villarroel,10024,208,220,17,1,1,0,119,4,15,1,0,0,144,5,1,19
Chuquisaca,Oropeza,Sucre,Potolo,U. Edu. Gualberto Villarroel,10025,216,220,15,0,4,0,129,2,13,5,0,3,149,5,4,23
Chuquisaca,Oropeza,Sucre,Potolo,U. Edu. Gualberto Villarroel,10026,208,220,19,1,3,2,108,2,16,3,0,2,156,3,3,24
Chuquisaca,Oropeza,Sucre,Potolo,U. Edu. Gualberto Villarroel,10027,207,220,10,1,1,2,113,7,19,0,0,4,149,6,3,12
Chuquisaca,Oropeza,Sucre,Quila Quila,Unidad Educativa Quila Quila,10029,217,220,39,3,3,4,98,3,11,1,0,5,119,6,5,35
Chuquisaca,Oropeza,Sucre,Quila Quila,Unidad Educativa Quila Quila,10030,218,220,39,1,1,2,83,0,16,6,2,6,106,9,2,33
Chuquisaca,Oropeza,Sucre,Quila Quila,Unidad Educativa Quila Quila,10031,170,148,26,2,1,2,69,2,5,2,3,4,75,5,4,17
Chuquisaca,Oropeza,Sucre,Maragua,Colegio 24 de Septiembre - Maragua,10032,206,220,14,4,1,2,109,2,1,5,1,0,136,8,4,14
Chuquisaca,Oropeza,Sucre,La Palca,Unidad Educativa Simón Bolivar La Palca,10034,150,136,2,1,0,0,93,1,9,0,0,0,104,1,0,0
Chuquisaca,Oropeza,Sucre,Sucre,Kinder San Vicente De Paul,10035,224,220,155,0,0,0,25,3,14,0,0,5,18,1,0,132
Chuquisaca,Oropeza,Sucre,Sucre,Kinder San Vicente De Paul,10036,223,220,162,0,0,0,21,1,1,1,0,14,21,0,0,133
Chuquisaca,Oropeza,Sucre,Sucre,Kinder San Vicente De Paul,10037,220,220,147,1,0,1,33,2,9,0,0,8,19,2,2,164
Chuquisaca,Oropeza,Sucre,Sucre,Kinder San Vicente De Paul,10038,221,220,150,0,0,2,28,1,13,4,3,6,23,0,0,161
Chuquisaca,Oropeza,Sucre,Sucre,Kinder San Vicente De Paul,10039,226,220,158,0,1,0,26,3,8,0,1,6,13,2,0,169
Chuquisaca,Oropeza,Sucre,Sucre,Kinder San Vicente De Paul,10040,218,220,135,0,0,1,33,4,11,0,0,4,22,2,0,163
Chuquisaca,Oropeza,Sucre,Sucre,Kinder San Vicente De Paul,10041,224,220,162,0,0,0,16,0,7,0,1,8,25,3,1,157
Chuquisaca,Oropeza,Sucre,Sucre,Kinder San Vicente De Paul,10042,227,220,163,0,1,3,20,3,8,1,0,3,26,4,1,158
Chuquisaca,Oropeza,Sucre,Sucre,Kinder San Vicente De Paul,10043,205,220,142,0,0,0,25,2,4,1,1,3,29,1,0,162
Chuquisaca,Oropeza,Sucre,Sucre,Esc. Benjamin Guzman,10044,221,220,163,0,1,0,21,0,5,1,0,3,32,0,1,150
Chuquisaca,Oropeza,Sucre,Sucre,Esc. Benjamin Guzman,10045,211,220,145,0,2,0,28,6,5,2,0,4,21,0,1,158
Chuquisaca,Oropeza,Sucre,Sucre,Esc. Benjamin Guzman,10047,225,220,152,1,1,1,35,2,9,0,2,3,19,4,0,169
Chuquisaca,Oropeza,Sucre,Sucre,Esc. Benjamin Guzman,10048,220,220,136,1,1,1,35,2,5,2,1,2,36,1,0,147
Chuquisaca,Oropeza,Sucre,Sucre,Esc. Benjamin Guzman,10049,216,220,142,0,0,1,29,2,6,1,1,5,23,1,0,155
Chuquisaca,Oropeza,Sucre,Sucre,Esc. Benjamin Guzman,10050,227,220,160,0,2,0,24,1,5,0,3,8,18,2,1,149
Chuquisaca,Oropeza,Sucre,Sucre,U.Pedag. Mariscal Sucre,10051,225,220,166,0,0,1,26,1,4,1,1,5,20,3,0,162
Chuquisaca,Oropeza,Sucre,Sucre,U.Pedag. Mariscal Sucre,10052,224,220,135,0,1,1,35,6,13,0,1,9,30,0,1,140
Chuquisaca,Oropeza,Sucre,Sucre,U.Pedag. Mariscal Sucre,10053,223,220,152,0,0,0,26,2,4,0,2,0,21,1,1,152
Chuquisaca,Oropeza,Sucre,Sucre,U.Pedag. Mariscal Sucre,10055,224,220,151,1,0,0,26,1,10,0,0,6,29,3,0,141
Chuquisaca,Oropeza,Sucre,Sucre,U.Pedag. Mariscal Sucre,10056,222,220,136,0,0,0,38,2,11,1,0,3,26,3,1,129
Chuquisaca,Oropeza,Sucre,Sucre,U.Pedag. Mariscal Sucre,10057,225,220,165,1,0,0,24,1,1,1,0,6,28,2,0,134
Chuquisaca,Oropeza,Sucre,Sucre,Facultad de Tecnología,10059,230,220,156,0,0,0,24,4,11,0,1,3,43,5,0,116
Chuquisaca,Oropeza,Sucre,Sucre,Facultad de Tecnología,10060,228,220,144,0,1,0,32,0,7,1,0,5,36,0,0,133
Chuquisaca,Oropeza,Sucre,Sucre,Facultad de Tecnología,10061,229,220,140,0,0,2,34,1,17,2,1,4,25,0,0,142
Chuquisaca,Oropeza,Sucre,Sucre,Facultad de Tecnología,10062,235,220,158,0,0,0,26,5,12,1,2,7,28,2,0,146
Chuquisaca,Oropeza,Sucre,Sucre,Facultad de Tecnología,10063,231,220,119,0,0,0,43,4,24,0,3,4,23,2,0,140
Chuquisaca,Oropeza,Sucre,Sucre,Facultad de Tecnología,10064,228,220,150,1,0,0,38,1,11,0,0,9,30,2,1,130
Chuquisaca,Oropeza,Sucre,Sucre,Facultad de Tecnología,10065,230,220,139,0,2,1,35,2,8,1,1,4,37,3,0,119
Chuquisaca,Oropeza,Sucre,Sucre,Facultad de Tecnología,10066,232,220,153,1,0,0,42,3,12,1,0,6,28,3,0,131
Chuquisaca,Oropeza,Sucre,Sucre,Facultad de Tecnología,10067,237,220,148,1,0,0,32,2,14,1,0,4,20,1,0,147
Chuquisaca,Oropeza,Sucre,Sucre,Facultad de Tecnología,10068,235,220,139,0,2,2,28,3,14,1,0,4,34,3,0,135
Chuquisaca,Oropeza,Sucre,Sucre,Facultad de Tecnología,10069,231,220,139,0,0,0,40,0,13,0,2,5,31,2,0,147
Chuquisaca,Oropeza,Sucre,Sucre,Facultad de Tecnología,10070,234,220,132,0,1,2,36,3,14,0,3,5,33,2,0,127
Chuquisaca,Oropeza,Sucre,Sucre,Facultad de Tecnología,10071,224,220,149,0,1,0,25,1,8,2,2,2,27,2,0,134
Chuquisaca,Oropeza,Sucre,Sucre,Facultad de Tecnología,10072,222,220,142,0,0,0,35,2,14,1,0,7,23,1,1,147
Chuquisaca,Oropeza,Sucre,Sucre,Facultad de Tecnología,10073,232,220,139,0,1,1,36,5,14,0,0,4,30,2,0,131
Chuquisaca,Oropeza,Sucre,Sucre,Facultad de Tecnología,10074,237,220,142,0,0,2,37,0,18,0,3,7,28,4,2,131
Chuquisaca,Oropeza,Sucre,Sucre,Facultad de Tecnología,10076,229,220,143,0,0,1,40,3,10,0,2,11,34,0,1,134
Chuquisaca,Oropeza,Sucre,Sucre,Facultad de Tecnología,10077,232,220,157,0,0,0,29,3,10,0,0,8,26,2,1,145
Chuquisaca,Oropeza,Sucre,Sucre,Facultad de Tecnología,10078,232,220,157,0,0,0,22,2,13,2,0,11,31,2,0,138
Chuquisaca,Oropeza,Sucre,Sucre,Col. Bernardo Monteagudo,10080,226,220,145,0,0,0,39,1,6,0,1,8,25,2,0,140
Chuquisaca,Oropeza,Sucre,Sucre,Col. Bernardo Monteagudo,10082,229,220,149,0,2,1,31,2,12,1,2,4,25,1,1,153
Chuquisaca,Oropeza,Sucre,Sucre,Col. Bernardo Monteagudo,10083,228,220,147,0,1,0,25,0,5,0,1,3,24,3,0,168
Chuquisaca,Oropeza,Sucre,Sucre,Col. Bernardo Monteagudo,10084,219,220,150,0,0,0,20,2,7,2,1,2,29,4,1,145
Chuquisaca,Oropeza,Sucre,Sucre,Col. Bernardo Monteagudo,10085,215,220,131,0,1,1,39,2,9,0,0,4,18,1,0,164
Chuquisaca,Oropeza,Sucre,Sucre,Coliseo Jorge Revilla Aldana,10086,231,220,156,0,1,1,30,3,5,0,1,4,25,0,0,159
Chuquisaca,Oropeza,Sucre,Sucre,Coliseo Jorge Revilla Aldana,10087,230,206,158,0,0,2,32,4,9,0,0,6,21,1,0,146
Chuquisaca,Oropeza,Sucre,Sucre,Coliseo Jorge Revilla Aldana,10088,232,220,150,0,1,0,38,2,14,0,0,8,33,1,0,142
Chuquisaca,Oropeza,Sucre,Sucre,Coliseo Jorge Revilla Aldana,10089,225,220,151,1,0,1,23,2,6,0,1,9,14,1,1,158
Chuquisaca,Oropeza,Sucre,Sucre,Coliseo Jorge Revilla Aldana,10090,226,220,162,0,1,0,30,3,1,0,0,5,25,0,0,157
Chuquisaca,Oropeza,Sucre,Sucre,Colegio Junin,10092,217,220,158,0,0,0,24,4,2,0,0,3,21,0,0,164
Chuquisaca,Oropeza,Sucre,Sucre,Colegio Junin,10093,219,220,131,1,0,2,32,2,8,0,1,7,29,0,0,142
Chuquisaca,Oropeza,Sucre,Sucre,Colegio Junin,10094,226,220,151,0,0,0,26,2,11,1,1,6,22,1,0,153
Chuquisaca,Oropeza,Sucre,Sucre,Colegio Junin,10095,219,220,153,0,1,1,15,2,6,0,1,10,14,2,0,152
Chuquisaca,Oropeza,Sucre,Sucre,Colegio Junin,10096,217,220,152,1,0,2,33,0,3,2,2,6,28,1,0,149
Chuquisaca,Oropeza,Sucre,Sucre,Esc. Mariscal De Ayacucho,10098,215,220,162,0,0,1,14,2,8,1,0,5,11,2,0,170
Chuquisaca,Oropeza,Sucre,Sucre,Esc. Mariscal De Ayacucho,10099,210,220,155,0,0,0,11,4,7,2,0,3,17,1,0,175
Chuquisaca,Oropeza,Sucre,Sucre,Col. Mariano Serrano,10101,224,220,146,1,0,1,37,2,11,1,0,3,32,3,0,143
Chuquisaca,Oropeza,Sucre,Sucre,Col. Mariano Serrano,10102,229,220,149,0,2,1,37,1,8,1,2,4,24,1,0,163
Chuquisaca,Oropeza,Sucre,Sucre,Col. Mariano Serrano,10103,224,220,161,0,0,1,22,0,8,0,1,2,20,3,0,158
Chuquisaca,Oropeza,Sucre,Sucre,Col. Mariano Serrano,10104,225,220,148,0,0,0,32,3,6,0,1,2,39,4,1,136
Chuquisaca,Oropeza,Sucre,Sucre,Col. Mariano Serrano,10105,223,220,154,0,2,1,27,0,7,0,1,7,28,1,0,152
Chuquisaca,Oropeza,Sucre,Sucre,Col. Mariano Serrano,10106,226,220,156,0,0,0,34,2,4,0,1,5,35,1,0,146
Chuquisaca,Oropeza,Sucre,Sucre,Col. Mariano Serrano,10107,229,220,164,0,0,0,30,1,7,1,0,5,24,2,0,147
Chuquisaca,Oropeza,Sucre,Sucre,Col. Mariano Serrano,10108,228,220,161,0,0,1,27,1,7,0,0,2,20,0,0,148
Chuquisaca,Oropeza,Sucre,Sucre,Col. Mariano Serrano,10109,223,220,147,0,1,0,38,3,8,0,0,8,37,1,0,142
Chuquisaca,Oropeza,Sucre,Sucre,Col. Mariano Serrano,10110,223,220,148,0,0,0,27,5,13,0,1,4,20,2,0,119
Chuquisaca,Oropeza,Sucre,Sucre,Col. Mariano Serrano,10111,224,220,153,1,0,0,27,2,7,1,3,6,20,1,0,161
Chuquisaca,Oropeza,Sucre,Sucre,Col. Mariano Serrano,10112,222,220,153,0,0,0,31,2,5,0,3,4,35,0,0,147
Chuquisaca,Oropeza,Sucre,Sucre,Col. Mariano Serrano,10113,226,220,138,1,0,2,33,2,18,0,1,4,30,1,0,151
Chuquisaca,Oropeza,Sucre,Sucre,Col. Mariano Serrano,10114,226,220,161,0,0,1,25,2,7,0,0,2,19,0,0,167
Chuquisaca,Oropeza,Sucre,Sucre,Col. Mariano Serrano,10115,228,220,176,0,1,0,26,1,1,0,1,4,21,0,0,171
Chuquisaca,Oropeza,Sucre,Sucre,Col. Mariano Serrano,10116,227,220,151,0,0,0,32,1,8,0,2,2,17,2,1,168
Chuquisaca,Oropeza,Sucre,Sucre,Col. Mariano Serrano,10117,227,220,137,2,1,0,31,3,9,0,2,5,26,2,0,138
Chuquisaca,Oropeza,Sucre,Sucre,Jardín De Niños San Lázaro,10119,226,220,151,0,0,1,38,2,5,1,1,3,39,0,0,148
Chuquisaca,Oropeza,Sucre,Sucre,Jardín De Niños San Lázaro,10120,224,220,134,0,0,1,36,3,11,2,1,6,34,5,0,144
Chuquisaca,Oropeza,Sucre,Sucre,Jardín De Niños San Lázaro,10121,229,220,160,0,0,0,32,3,10,0,0,4,26,1,1,154
Chuquisaca,Oropeza,Sucre,Sucre,Jardín De Niños San Lázaro,10122,229,220,131,0,0,2,38,3,11,0,0,2,43,2,0,142
Chuquisaca,Oropeza,Sucre,Sucre,Jardín De Niños San Lázaro,10123,229,220,145,0,1,1,35,0,8,1,0,3,43,1,0,139
Chuquisaca,Oropeza,Sucre,Sucre,Jardín De Niños San Lázaro,10124,220,220,137,1,0,0,37,1,10,0,2,8,36,1,0,149
Chuquisaca,Oropeza,Sucre,Sucre,Jardín De Niños San Lázaro,10125,225,220,145,2,0,1,38,3,8,1,3,4,29,0,0,154
Chuquisaca,Oropeza,Sucre,Sucre,Jardín De Niños San Lázaro,10126,233,220,141,0,2,2,40,3,13,0,2,5,22,3,2,161
Chuquisaca,Oropeza,Sucre,Sucre,Kinder Serrano,10129,229,220,143,1,1,0,36,4,7,0,0,6,22,0,0,159
Chuquisaca,Oropeza,Sucre,Sucre,Kinder Serrano,10130,231,220,148,1,0,0,39,1,8,0,2,10,28,0,0,148
Chuquisaca,Oropeza,Sucre,Sucre,Kinder Serrano,10131,223,220,145,0,1,0,34,2,6,3,0,6,15,0,0,171
Chuquisaca,Oropeza,Sucre,Sucre,Colegio Simón Rodríguez,10133,226,220,174,0,0,0,16,2,6,2,1,7,22,0,0,160
Chuquisaca,Oropeza,Sucre,Sucre,Colegio Simón Rodríguez,10134,223,220,157,0,2,1,19,0,8,3,1,1,16,1,0,180
Chuquisaca,Oropeza,Sucre,Sucre,Colegio Simón Rodríguez,10136,227,220,174,0,1,2,25,3,3,0,0,3,37,2,1,143
Chuquisaca,Oropeza,Sucre,Sucre,Colegio Simón Rodríguez,10137,224,220,157,1,0,0,21,2,11,0,1,4,38,3,0,140
Chuquisaca,Oropeza,Sucre,Sucre,Colegio Simón Rodríguez,10138,232,220,174,1,0,1,22,2,3,0,0,6,39,4,0,135
Chuquisaca,Oropeza,Sucre,Sucre,Colegio Simón Rodríguez,10139,225,220,165,0,1,2,24,0,3,0,0,6,25,3,0,148
Chuquisaca,Oropeza,Sucre,Sucre,Estación De Bomberos,10141,229,220,152,1,1,0,34,4,10,0,1,3,29,3,1,152
Chuquisaca,Oropeza,Sucre,Sucre,Estación De Bomberos,10142,227,220,143,1,0,1,39,2,8,0,2,4,37,0,0,147
Chuquisaca,Oropeza,Sucre,Sucre,Estación De Bomberos,10143,226,220,135,0,1,2,34,3,4,0,3,5,31,1,0,151
Chuquisaca,Oropeza,Sucre,Sucre,Estación De Bomberos,10144,232,220,162,0,0,0,22,2,13,0,3,5,30,3,0,143
Chuquisaca,Oropeza,Sucre,Sucre,Estación De Bomberos,10145,229,232,134,0,0,2,31,5,15,0,3,4,45,7,1,144
Chuquisaca,Oropeza,Sucre,Sucre,Estación De Bomberos,10146,230,220,147,1,0,0,38,5,10,1,2,1,29,2,4,158
Chuquisaca,Oropeza,Sucre,Sucre,Estación De Bomberos,10147,231,220,151,0,0,1,37,2,6,1,1,7,30,0,0,150
Chuquisaca,Oropeza,Sucre,Sucre,Estación De Bomberos,10148,228,220,149,0,1,1,25,3,8,0,1,3,37,2,0,152
Chuquisaca,Oropeza,Sucre,Sucre,Estación De Bomberos,10149,228,220,149,0,0,0,30,3,7,0,4,5,30,0,0,151
Chuquisaca,Oropeza,Sucre,Sucre,Kinder Echeverria,10151,226,220,170,0,0,0,18,2,2,0,0,7,15,0,2,163
Chuquisaca,Oropeza,Sucre,Sucre,Kinder Echeverria,10152,220,220,159,0,1,1,20,1,5,2,2,2,14,1,0,168
Chuquisaca,Oropeza,Sucre,Sucre,Kinder Echeverria,10153,214,220,145,0,0,1,30,0,3,5,0,3,18,2,0,164
Chuquisaca,Oropeza,Sucre,Sucre,Kinder Echeverria,10154,226,220,157,0,0,2,28,3,2,1,1,7,15,0,0,167
Chuquisaca,Oropeza,Sucre,Sucre,Esc. Josefina Goytia,10156,224,220,150,1,0,1,29,1,9,2,1,2,29,2,1,154
Chuquisaca,Oropeza,Sucre,Sucre,Esc. Josefina Goytia,10157,231,220,141,0,1,1,46,2,11,0,3,5,47,8,1,131
Chuquisaca,Oropeza,Sucre,Sucre,Esc. Josefina Goytia,10158,230,220,117,1,1,0,47,1,15,1,4,1,44,4,0,138
Chuquisaca,Oropeza,Sucre,Sucre,Esc. Josefina Goytia,10159,233,220,156,0,1,0,30,3,9,1,4,7,43,1,1,141
Chuquisaca,Oropeza,Sucre,Sucre,Esc. Josefina Goytia,10160,229,220,123,2,1,0,40,4,13,0,2,4,56,2,1,114
Chuquisaca,Oropeza,Sucre,Sucre,Esc. Josefina Goytia,10161,229,220,145,1,0,0,42,3,9,1,0,10,38,2,2,143
Chuquisaca,Oropeza,Sucre,Sucre,Esc. Josefina Goytia,10162,228,220,147,2,0,3,36,3,10,1,4,5,33,4,2,146
Chuquisaca,Oropeza,Sucre,Sucre,Esc. Josefina Goytia,10163,229,220,142,0,1,0,38,2,15,1,0,6,44,2,0,144
Chuquisaca,Oropeza,Sucre,Sucre,Col. Cardenal Maurer,10165,230,220,145,0,0,0,40,2,9,0,0,8,27,0,0,150
Chuquisaca,Oropeza,Sucre,Sucre,Col. Cardenal Maurer,10166,225,220,153,2,0,1,29,1,1,3,1,7,21,0,4,144
Chuquisaca,Oropeza,Sucre,Sucre,Col. Cardenal Maurer,10167,227,220,153,1,1,1,24,1,6,0,2,4,30,1,1,148
Chuquisaca,Oropeza,Sucre,Sucre,Col. Cardenal Maurer,10168,229,220,167,1,0,1,20,2,3,0,0,6,15,1,0,156
Chuquisaca,Oropeza,Sucre,Sucre,Col. Cardenal Maurer,10169,224,220,143,1,0,0,35,2,3,1,1,5,24,1,2,150
Chuquisaca,Oropeza,Sucre,Sucre,Col. Cardenal Maurer,10170,219,220,143,1,0,0,39,2,2,0,0,5,26,0,0,159
Chuquisaca,Oropeza,Sucre,Sucre,Col. Cardenal Maurer,10171,230,220,156,0,1,1,26,7,9,0,1,5,25,0,1,156
Chuquisaca,Oropeza,Sucre,Sucre,Col. Cardenal Maurer,10172,231,220,161,0,1,1,36,3,5,1,1,3,28,0,1,142
Chuquisaca,Oropeza,Sucre,Sucre,Col. Cardenal Maurer,10173,231,220,139,1,0,1,46,2,7,1,0,7,24,1,0,153
Chuquisaca,Oropeza,Sucre,Sucre,Col. Cardenal Maurer,10174,193,179,132,0,0,0,21,3,5,1,0,4,14,0,0,136
Chuquisaca,Oropeza,Sucre,Sucre,Salon Multifuncional America,10175,224,220,95,1,0,2,61,2,26,0,2,1,101,6,1,55
Chuquisaca,Oropeza,Sucre,Sucre,Salon Multifuncional America,10177,232,220,104,3,1,0,41,9,26,2,3,2,68,6,0,115
Chuquisaca,Oropeza,Sucre,Sucre,Salon Multifuncional America,10178,232,220,104,0,0,3,51,6,25,0,2,2,73,8,1,105
Chuquisaca,Oropeza,Sucre,Sucre,Salon Multifuncional America,10179,232,220,99,1,1,1,68,1,16,3,1,0,52,13,4,114
Chuquisaca,Oropeza,Sucre,Sucre,Salon Multifuncional America,10180,230,220,111,1,1,0,51,5,16,2,4,4,57,2,0,111
Chuquisaca,Oropeza,Sucre,Sucre,Salon Multifuncional America,10181,229,220,117,3,5,2,36,4,13,0,4,1,69,7,3,96
Chuquisaca,Oropeza,Sucre,Sucre,(Cárcel) Cárcel Pública,10183,238,220,46,1,0,1,85,3,33,0,3,3,61,7,0,116
Chuquisaca,Oropeza,Sucre,Sucre,Esc. Aniceto Arce,10185,226,220,93,2,1,0,66,0,27,2,2,2,51,9,0,109
Chuquisaca,Oropeza,Sucre,Sucre,Esc. Aniceto Arce,10186,226,220,105,1,3,1,47,2,18,2,1,4,53,6,1,113
Chuquisaca,Oropeza,Sucre,Sucre,Esc. Aniceto Arce,10187,226,220,99,1,1,0,60,3,16,1,2,1,62,5,0,112
Chuquisaca,Oropeza,Sucre,Sucre,Esc. Aniceto Arce,10188,229,220,100,0,0,0,60,1,18,1,7,4,76,2,3,96
Chuquisaca,Oropeza,Sucre,Sucre,Esc. Aniceto Arce,10189,233,220,92,2,1,0,60,6,28,1,5,5,62,4,1,98
Chuquisaca,Oropeza,Sucre,Sucre,Esc. Aniceto Arce,10190,226,220,73,2,3,2,56,4,25,0,2,2,95,8,1,67
Chuquisaca,Oropeza,Sucre,Sucre,Esc. Aniceto Arce,10191,231,220,86,3,2,2,57,6,25,0,2,6,86,3,0,87
Chuquisaca,Oropeza,Sucre,Sucre,Esc. Aniceto Arce,10192,231,220,107,0,0,0,64,2,26,0,7,5,72,4,3,103
Chuquisaca,Oropeza,Sucre,Sucre,Esc. Aniceto Arce,10193,228,220,78,3,3,0,59,2,34,0,0,1,70,5,1,102
Tarija,Cercado,Tarija,Tarija,U.E. San Roque,60143,229,220,121,0,0,2,39,6,11,8,0,20,24,1,0,146
Tarija,Cercado,Tarija,Tarija,U.E. San Roque,60144,222,220,135,1,0,2,31,5,6,2,0,15,21,1,1,150
Tarija,Cercado,Tarija,Tarija,U.E. Avelina Raña,60146,230,220,100,1,0,0,57,9,21,5,0,13,24,4,0,144
Tarija,Cercado,Tarija,Tarija,U.E. Avelina Raña,60147,222,220,110,3,1,0,40,1,16,8,2,9,56,4,1,117
Tarija,Cercado,Tarija,Tarija,U.E. Avelina Raña,60148,223,220,116,0,1,3,36,4,16,7,1,11,41,1,0,127
Tarija,Cercado,Tarija,Tarija,U.E. Avelina Raña,60149,226,220,118,1,0,0,43,3,18,5,1,12,33,4,0,136
Tarija,Cercado,Tarija,Tarija,U.E. Avelina Raña,60150,225,220,110,1,0,2,47,1,23,9,0,9,43,3,0,130
Tarija,Cercado,Tarija,Tarija,U.E. Avelina Raña,60151,214,220,128,0,0,0,29,3,12,6,1,11,45,7,1,122
Tarija,Cercado,Tarija,Tarija,U.E. Avelina Raña,60152,226,220,125,1,0,0,41,10,14,5,0,14,34,4,1,142
Tarija,Cercado,Tarija,Tarija,U.E. Avelina Raña,60153,225,220,111,2,0,0,44,9,15,6,0,5,38,3,0,137
Tarija,Cercado,Tarija,Tarija,U.E. Avelina Raña,60154,218,220,115,1,2,1,37,6,15,3,1,13,41,3,0,131
Tarija,Cercado,Tarija,Tarija,U.E. Avelina Raña,60155,227,220,111,1,0,1,63,2,13,5,1,5,52,3,2,116
Tarija,Cercado,Tarija,Tarija,U.E. Avelina Raña,60156,227,220,127,1,0,1,30,8,17,3,1,6,32,3,0,133
Tarija,Cercado,Tarija,Tarija,U.E. Avelina Raña,60157,223,220,96,0,0,0,52,6,19,4,0,11,47,3,1,122
Tarija,Cercado,Tarija,Tarija,U.E. Avelina Raña,60158,221,220,119,0,0,2,37,8,15,9,0,6,49,2,1,119
Tarija,Cercado,Tarija,Tarija,U.E. Avelina Raña,60159,220,220,116,0,1,0,38,8,14,3,1,14,42,4,0,138
Tarija,Cercado,Tarija,Tarija,U.E. Avelina Raña,60160,224,220,108,0,0,3,45,3,25,5,0,7,49,8,2,123
Tarija,Cercado,Tarija,Tarija,U.E. Avelina Raña,60161,216,220,115,0,1,1,38,5,17,4,0,4,54,3,1,127
Tarija,Cercado,Tarija,Tarija,U.E. Fe y Alegria,60163,227,220,117,1,0,0,47,4,26,4,1,5,57,2,0,118
Tarija,Cercado,Tarija,Tarija,U.E. Fe y Alegria,60164,231,220,94,0,1,2,61,6,23,6,1,8,61,3,1,126
Tarija,Cercado,Tarija,Tarija,U.E. Fe y Alegria,60165,229,220,98,0,1,0,52,6,22,2,3,7,56,0,0,119
Tarija,Cercado,Tarija,Tarija,U.E. Fe y Alegria,60166,224,220,119,1,0,1,44,7,22,5,0,6,81,5,0,94
Tarija,Cercado,Tarija,Tarija,U.E. Fe y Alegria,60167,217,220,109,0,0,0,48,7,15,3,0,4,68,7,0,93
Tarija,Cercado,Tarija,Tarija,U.E. Fe y Alegria,60168,230,220,86,0,0,1,75,6,24,2,0,7,56,5,0,108
Tarija,Cercado,Tarija,Tarija,U.E. Fe y Alegria,60169,222,220,72,0,1,3,59,7,27,2,0,16,72,3,1,89
Tarija,Cercado,Tarija,Tarija,U.E. Fe y Alegria,60170,231,220,91,1,2,1,64,4,31,4,1,13,50,1,0,119
Tarija,Cercado,Tarija,Tarija,U.E. Fe y Alegria,60171,227,220,101,1,0,0,60,6,23,5,2,6,66,1,0,101
Tarija,Cercado,Tarija,Tarija,U.E. Fe y Alegria,60172,228,220,114,1,1,1,46,7,15,4,0,9,64,2,0,100
Tarija,Cercado,Tarija,Tarija,U.E. Fe y Alegria,60173,231,220,110,0,0,0,47,7,25,6,1,10,72,8,2,91
Tarija,Cercado,Tarija,Tarija,U.E. Fe y Alegria,60174,224,220,86,0,1,0,57,6,28,3,1,6,75,5,2,103
